honors,experience,gpa,scholarship_tag,scholarship_name
3,4,3.0,24,Beasiswa Djarum
0,3,3.21,24,Beasiswa Djarum
4,4,3.68,24,Beasiswa Djarum
2,4,3.89,24,Beasiswa Djarum
0,3,3.01,24,Beasiswa Djarum
4,4,3.84,24,Beasiswa Djarum
0,4,3.77,24,Beasiswa Djarum
0,4,3.15,24,Beasiswa Djarum
0,4,3.2,24,Beasiswa Djarum
4,4,3.61,24,Beasiswa Djarum
0,4,3.49,24,Beasiswa Djarum
0,4,3.59,24,Beasiswa Djarum
0,4,3.13,24,Beasiswa Djarum
4,4,3.79,24,Beasiswa Djarum
0,4,3.32,24,Beasiswa Djarum
0,4,3.87,24,Beasiswa Djarum
4,3,3.44,24,Beasiswa Djarum
2,4,3.97,24,Beasiswa Djarum
0,4,3.77,24,Beasiswa Djarum
4,4,3.69,24,Beasiswa Djarum
2,4,3.21,24,Beasiswa Djarum
0,4,3.39,24,Beasiswa Djarum
2,4,3.51,24,Beasiswa Djarum
3,3,3.26,24,Beasiswa Djarum
4,4,3.61,24,Beasiswa Djarum
2,4,3.6,24,Beasiswa Djarum
4,4,3.25,24,Beasiswa Djarum
0,3,3.01,24,Beasiswa Djarum
4,4,3.73,24,Beasiswa Djarum
0,4,3.3,24,Beasiswa Djarum
4,3,3.64,24,Beasiswa Djarum
0,4,3.41,24,Beasiswa Djarum
4,4,3.14,24,Beasiswa Djarum
4,3,3.09,24,Beasiswa Djarum
4,4,3.36,24,Beasiswa Djarum
4,4,3.99,24,Beasiswa Djarum
0,4,3.07,24,Beasiswa Djarum
2,4,3.85,24,Beasiswa Djarum
4,4,3.17,24,Beasiswa Djarum
0,3,3.84,24,Beasiswa Djarum
0,3,3.09,24,Beasiswa Djarum
0,4,3.81,24,Beasiswa Djarum
0,3,3.85,24,Beasiswa Djarum
0,4,3.41,24,Beasiswa Djarum
0,4,3.47,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
2,3,3.17,24,Beasiswa Djarum
2,4,3.85,24,Beasiswa Djarum
2,4,3.42,24,Beasiswa Djarum
0,4,3.0,24,Beasiswa Djarum
2,4,3.92,24,Beasiswa Djarum
0,3,3.29,24,Beasiswa Djarum
0,4,3.82,24,Beasiswa Djarum
4,3,3.03,24,Beasiswa Djarum
0,4,3.69,24,Beasiswa Djarum
4,4,3.96,24,Beasiswa Djarum
0,3,3.21,24,Beasiswa Djarum
4,4,3.5,24,Beasiswa Djarum
2,4,3.45,24,Beasiswa Djarum
4,4,3.67,24,Beasiswa Djarum
2,4,3.43,24,Beasiswa Djarum
2,4,3.88,24,Beasiswa Djarum
4,4,3.79,24,Beasiswa Djarum
2,4,3.21,24,Beasiswa Djarum
2,4,3.51,24,Beasiswa Djarum
2,4,3.36,24,Beasiswa Djarum
2,3,3.26,24,Beasiswa Djarum
4,4,3.31,24,Beasiswa Djarum
0,4,3.44,24,Beasiswa Djarum
0,3,3.57,24,Beasiswa Djarum
0,4,3.92,24,Beasiswa Djarum
4,4,3.64,24,Beasiswa Djarum
0,4,3.76,24,Beasiswa Djarum
1,4,3.69,24,Beasiswa Djarum
2,4,3.05,24,Beasiswa Djarum
2,4,3.53,24,Beasiswa Djarum
4,3,3.96,24,Beasiswa Djarum
2,4,3.69,24,Beasiswa Djarum
1,4,3.34,24,Beasiswa Djarum
3,4,3.47,24,Beasiswa Djarum
2,4,3.99,24,Beasiswa Djarum
4,4,3.4,24,Beasiswa Djarum
4,4,3.59,24,Beasiswa Djarum
1,4,3.49,24,Beasiswa Djarum
0,4,3.4,24,Beasiswa Djarum
0,4,3.04,24,Beasiswa Djarum
4,3,3.33,24,Beasiswa Djarum
0,4,3.53,24,Beasiswa Djarum
4,3,3.19,24,Beasiswa Djarum
4,4,3.86,24,Beasiswa Djarum
4,3,3.07,24,Beasiswa Djarum
0,4,3.97,24,Beasiswa Djarum
4,4,3.07,24,Beasiswa Djarum
2,4,3.35,24,Beasiswa Djarum
4,4,3.56,24,Beasiswa Djarum
2,4,3.86,24,Beasiswa Djarum
0,4,3.92,24,Beasiswa Djarum
4,4,3.18,24,Beasiswa Djarum
4,3,3.57,24,Beasiswa Djarum
4,3,3.87,24,Beasiswa Djarum
4,4,3.36,24,Beasiswa Djarum
0,4,3.64,24,Beasiswa Djarum
0,4,3.66,24,Beasiswa Djarum
4,4,3.99,24,Beasiswa Djarum
4,4,3.3,24,Beasiswa Djarum
4,4,3.27,24,Beasiswa Djarum
4,4,3.27,24,Beasiswa Djarum
2,3,3.18,24,Beasiswa Djarum
0,3,3.47,24,Beasiswa Djarum
4,4,3.71,24,Beasiswa Djarum
4,3,3.2,24,Beasiswa Djarum
4,4,3.66,24,Beasiswa Djarum
4,3,3.24,24,Beasiswa Djarum
0,3,3.02,24,Beasiswa Djarum
4,4,3.59,24,Beasiswa Djarum
4,3,3.11,24,Beasiswa Djarum
0,4,3.15,24,Beasiswa Djarum
4,3,3.45,24,Beasiswa Djarum
0,4,3.16,24,Beasiswa Djarum
0,4,3.74,24,Beasiswa Djarum
4,3,3.32,24,Beasiswa Djarum
4,4,3.09,24,Beasiswa Djarum
4,4,3.69,24,Beasiswa Djarum
4,4,3.88,24,Beasiswa Djarum
2,4,3.53,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
0,4,3.77,24,Beasiswa Djarum
3,4,3.09,24,Beasiswa Djarum
0,4,3.27,24,Beasiswa Djarum
0,4,3.85,24,Beasiswa Djarum
4,4,3.46,24,Beasiswa Djarum
0,4,3.2,24,Beasiswa Djarum
4,4,3.52,24,Beasiswa Djarum
2,3,3.22,24,Beasiswa Djarum
4,4,3.94,24,Beasiswa Djarum
0,4,3.74,24,Beasiswa Djarum
4,3,3.8,24,Beasiswa Djarum
1,4,3.21,24,Beasiswa Djarum
0,4,3.43,24,Beasiswa Djarum
1,4,3.36,24,Beasiswa Djarum
1,3,3.43,24,Beasiswa Djarum
4,4,3.36,24,Beasiswa Djarum
2,4,3.69,24,Beasiswa Djarum
2,4,3.79,24,Beasiswa Djarum
4,4,3.43,24,Beasiswa Djarum
4,3,3.37,24,Beasiswa Djarum
3,4,3.62,24,Beasiswa Djarum
4,4,3.76,24,Beasiswa Djarum
1,4,3.73,24,Beasiswa Djarum
1,4,3.4,24,Beasiswa Djarum
4,3,3.92,24,Beasiswa Djarum
2,4,3.15,24,Beasiswa Djarum
2,4,3.5,24,Beasiswa Djarum
0,4,3.64,24,Beasiswa Djarum
4,4,3.16,24,Beasiswa Djarum
1,4,3.48,24,Beasiswa Djarum
0,4,3.23,24,Beasiswa Djarum
2,3,3.21,24,Beasiswa Djarum
4,3,3.76,24,Beasiswa Djarum
1,4,3.73,24,Beasiswa Djarum
2,4,3.5,24,Beasiswa Djarum
0,3,3.18,24,Beasiswa Djarum
4,4,3.18,24,Beasiswa Djarum
0,4,3.34,24,Beasiswa Djarum
0,3,3.43,24,Beasiswa Djarum
0,4,3.09,24,Beasiswa Djarum
4,4,3.48,24,Beasiswa Djarum
2,4,3.41,24,Beasiswa Djarum
2,4,3.43,24,Beasiswa Djarum
4,4,3.11,24,Beasiswa Djarum
4,3,3.9,24,Beasiswa Djarum
4,4,3.84,24,Beasiswa Djarum
0,4,3.56,24,Beasiswa Djarum
4,4,3.97,24,Beasiswa Djarum
4,3,3.53,24,Beasiswa Djarum
4,4,3.81,24,Beasiswa Djarum
4,4,3.57,24,Beasiswa Djarum
4,3,3.69,24,Beasiswa Djarum
4,3,3.14,24,Beasiswa Djarum
3,4,3.46,24,Beasiswa Djarum
4,3,3.94,24,Beasiswa Djarum
0,4,3.35,24,Beasiswa Djarum
0,4,3.88,24,Beasiswa Djarum
1,4,3.04,24,Beasiswa Djarum
4,4,3.91,24,Beasiswa Djarum
0,4,3.75,24,Beasiswa Djarum
4,4,3.85,24,Beasiswa Djarum
4,4,3.76,24,Beasiswa Djarum
4,4,3.84,24,Beasiswa Djarum
1,4,3.31,24,Beasiswa Djarum
0,4,3.69,24,Beasiswa Djarum
4,4,3.64,24,Beasiswa Djarum
2,4,3.03,24,Beasiswa Djarum
0,3,3.39,24,Beasiswa Djarum
4,4,3.32,24,Beasiswa Djarum
4,4,3.88,24,Beasiswa Djarum
0,3,3.95,24,Beasiswa Djarum
4,4,3.84,24,Beasiswa Djarum
4,4,3.4,24,Beasiswa Djarum
4,4,3.79,24,Beasiswa Djarum
0,4,3.78,24,Beasiswa Djarum
2,4,3.46,24,Beasiswa Djarum
4,4,3.75,24,Beasiswa Djarum
0,4,3.46,24,Beasiswa Djarum
2,3,3.91,24,Beasiswa Djarum
1,4,3.9,24,Beasiswa Djarum
0,3,3.08,24,Beasiswa Djarum
2,4,3.65,24,Beasiswa Djarum
4,4,3.8,24,Beasiswa Djarum
4,3,3.91,24,Beasiswa Djarum
4,4,3.74,24,Beasiswa Djarum
4,3,3.02,24,Beasiswa Djarum
0,4,3.88,24,Beasiswa Djarum
4,4,3.96,24,Beasiswa Djarum
1,4,3.81,24,Beasiswa Djarum
4,4,3.17,24,Beasiswa Djarum
4,4,3.81,24,Beasiswa Djarum
0,4,3.26,24,Beasiswa Djarum
4,4,3.76,24,Beasiswa Djarum
4,4,3.3,24,Beasiswa Djarum
3,4,3.78,24,Beasiswa Djarum
4,4,3.67,24,Beasiswa Djarum
4,3,3.96,24,Beasiswa Djarum
2,4,3.03,24,Beasiswa Djarum
4,4,3.89,24,Beasiswa Djarum
4,4,3.98,24,Beasiswa Djarum
4,4,3.19,24,Beasiswa Djarum
4,4,3.83,24,Beasiswa Djarum
0,4,3.79,24,Beasiswa Djarum
4,4,3.2,24,Beasiswa Djarum
4,3,3.83,24,Beasiswa Djarum
4,4,3.7,24,Beasiswa Djarum
0,4,3.32,24,Beasiswa Djarum
2,4,3.54,24,Beasiswa Djarum
4,4,3.74,24,Beasiswa Djarum
0,3,3.31,24,Beasiswa Djarum
2,3,3.43,24,Beasiswa Djarum
2,4,3.27,24,Beasiswa Djarum
4,3,3.7,24,Beasiswa Djarum
0,4,3.49,24,Beasiswa Djarum
4,4,3.69,24,Beasiswa Djarum
1,3,3.83,24,Beasiswa Djarum
0,3,3.82,24,Beasiswa Djarum
2,4,3.88,24,Beasiswa Djarum
2,4,3.16,24,Beasiswa Djarum
0,3,3.76,24,Beasiswa Djarum
4,4,3.28,24,Beasiswa Djarum
0,4,3.16,24,Beasiswa Djarum
3,4,3.06,24,Beasiswa Djarum
0,3,3.43,24,Beasiswa Djarum
4,4,3.2,24,Beasiswa Djarum
1,4,3.32,24,Beasiswa Djarum
2,4,3.11,24,Beasiswa Djarum
0,3,3.33,24,Beasiswa Djarum
2,4,3.5,24,Beasiswa Djarum
3,3,4.0,24,Beasiswa Djarum
0,4,3.5,24,Beasiswa Djarum
4,4,3.68,24,Beasiswa Djarum
4,3,3.7,24,Beasiswa Djarum
4,3,3.87,24,Beasiswa Djarum
4,3,3.11,24,Beasiswa Djarum
0,4,3.37,24,Beasiswa Djarum
0,3,3.68,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
2,4,3.74,24,Beasiswa Djarum
1,4,3.33,24,Beasiswa Djarum
4,4,3.51,24,Beasiswa Djarum
4,3,3.3,24,Beasiswa Djarum
2,4,3.36,24,Beasiswa Djarum
4,4,3.04,24,Beasiswa Djarum
4,4,3.71,24,Beasiswa Djarum
2,3,3.29,24,Beasiswa Djarum
2,4,3.63,24,Beasiswa Djarum
4,3,3.33,24,Beasiswa Djarum
3,4,3.58,24,Beasiswa Djarum
4,4,3.96,24,Beasiswa Djarum
4,3,3.3,24,Beasiswa Djarum
2,4,3.94,24,Beasiswa Djarum
0,4,3.99,24,Beasiswa Djarum
4,3,3.16,24,Beasiswa Djarum
2,4,3.53,24,Beasiswa Djarum
0,4,3.8,24,Beasiswa Djarum
2,4,3.82,24,Beasiswa Djarum
2,3,3.39,24,Beasiswa Djarum
4,4,3.8,24,Beasiswa Djarum
4,4,3.17,24,Beasiswa Djarum
4,3,3.8,24,Beasiswa Djarum
0,3,3.31,24,Beasiswa Djarum
3,4,3.32,24,Beasiswa Djarum
4,4,3.92,24,Beasiswa Djarum
4,4,3.54,24,Beasiswa Djarum
0,4,3.7,24,Beasiswa Djarum
4,3,3.82,24,Beasiswa Djarum
3,4,3.8,24,Beasiswa Djarum
0,4,3.56,24,Beasiswa Djarum
0,4,3.21,24,Beasiswa Djarum
0,4,3.55,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
2,4,3.11,24,Beasiswa Djarum
4,4,3.15,24,Beasiswa Djarum
4,4,3.96,24,Beasiswa Djarum
4,4,3.41,24,Beasiswa Djarum
2,4,3.97,24,Beasiswa Djarum
4,4,3.08,24,Beasiswa Djarum
4,4,3.61,24,Beasiswa Djarum
2,4,3.92,24,Beasiswa Djarum
0,4,3.41,24,Beasiswa Djarum
4,4,3.08,24,Beasiswa Djarum
4,4,3.26,24,Beasiswa Djarum
4,4,3.39,24,Beasiswa Djarum
0,4,3.77,24,Beasiswa Djarum
2,4,3.42,24,Beasiswa Djarum
1,4,3.23,24,Beasiswa Djarum
4,4,3.25,24,Beasiswa Djarum
2,4,3.8,24,Beasiswa Djarum
4,3,3.89,24,Beasiswa Djarum
0,4,3.7,24,Beasiswa Djarum
2,4,3.47,24,Beasiswa Djarum
4,3,3.08,24,Beasiswa Djarum
2,4,3.53,24,Beasiswa Djarum
4,4,3.45,24,Beasiswa Djarum
0,4,3.9,24,Beasiswa Djarum
2,3,3.28,24,Beasiswa Djarum
4,4,3.29,24,Beasiswa Djarum
1,4,3.98,24,Beasiswa Djarum
4,3,3.02,24,Beasiswa Djarum
2,4,3.47,24,Beasiswa Djarum
2,3,3.48,24,Beasiswa Djarum
4,3,3.92,24,Beasiswa Djarum
3,4,3.74,24,Beasiswa Djarum
0,4,3.03,24,Beasiswa Djarum
4,4,3.14,24,Beasiswa Djarum
4,4,3.86,24,Beasiswa Djarum
4,4,3.06,24,Beasiswa Djarum
2,4,3.76,24,Beasiswa Djarum
4,3,3.28,24,Beasiswa Djarum
4,4,3.73,24,Beasiswa Djarum
4,4,3.46,24,Beasiswa Djarum
2,4,3.62,24,Beasiswa Djarum
0,4,3.82,24,Beasiswa Djarum
4,4,3.19,24,Beasiswa Djarum
3,3,3.29,24,Beasiswa Djarum
3,4,3.78,24,Beasiswa Djarum
0,4,3.61,24,Beasiswa Djarum
4,4,3.49,24,Beasiswa Djarum
2,4,3.66,24,Beasiswa Djarum
4,3,3.71,24,Beasiswa Djarum
0,4,3.4,24,Beasiswa Djarum
4,4,3.67,24,Beasiswa Djarum
2,3,3.84,24,Beasiswa Djarum
4,3,3.42,24,Beasiswa Djarum
4,3,3.42,24,Beasiswa Djarum
0,3,3.69,24,Beasiswa Djarum
0,4,3.36,24,Beasiswa Djarum
2,3,3.08,24,Beasiswa Djarum
2,3,3.58,24,Beasiswa Djarum
3,4,3.94,24,Beasiswa Djarum
0,4,3.58,24,Beasiswa Djarum
4,3,3.91,24,Beasiswa Djarum
3,4,3.8,24,Beasiswa Djarum
4,4,3.89,24,Beasiswa Djarum
4,4,3.99,24,Beasiswa Djarum
4,4,3.65,24,Beasiswa Djarum
0,4,3.86,24,Beasiswa Djarum
2,3,3.1,24,Beasiswa Djarum
2,4,3.08,24,Beasiswa Djarum
4,4,3.85,24,Beasiswa Djarum
0,4,3.0,24,Beasiswa Djarum
4,4,3.57,24,Beasiswa Djarum
3,4,3.71,24,Beasiswa Djarum
1,4,3.5,24,Beasiswa Djarum
0,4,3.39,24,Beasiswa Djarum
2,4,3.17,24,Beasiswa Djarum
0,3,3.65,24,Beasiswa Djarum
4,4,3.3,24,Beasiswa Djarum
2,4,3.41,24,Beasiswa Djarum
2,4,3.39,24,Beasiswa Djarum
4,3,3.81,24,Beasiswa Djarum
4,3,3.5,24,Beasiswa Djarum
0,4,3.93,24,Beasiswa Djarum
4,4,3.12,24,Beasiswa Djarum
0,3,3.84,24,Beasiswa Djarum
4,4,3.14,24,Beasiswa Djarum
2,4,3.87,24,Beasiswa Djarum
4,4,3.6,24,Beasiswa Djarum
2,4,3.17,24,Beasiswa Djarum
2,4,3.74,24,Beasiswa Djarum
0,4,3.76,24,Beasiswa Djarum
4,4,3.57,24,Beasiswa Djarum
4,4,3.09,24,Beasiswa Djarum
4,4,3.34,24,Beasiswa Djarum
4,4,3.51,24,Beasiswa Djarum
1,4,3.38,24,Beasiswa Djarum
4,4,3.17,24,Beasiswa Djarum
4,4,3.59,24,Beasiswa Djarum
2,4,3.11,24,Beasiswa Djarum
3,4,3.72,24,Beasiswa Djarum
4,3,3.57,24,Beasiswa Djarum
2,4,3.62,24,Beasiswa Djarum
2,4,3.21,24,Beasiswa Djarum
3,4,3.09,24,Beasiswa Djarum
2,4,3.04,24,Beasiswa Djarum
4,4,3.69,24,Beasiswa Djarum
2,3,3.95,24,Beasiswa Djarum
3,4,3.09,24,Beasiswa Djarum
0,3,3.22,24,Beasiswa Djarum
4,4,3.77,24,Beasiswa Djarum
3,3,3.82,24,Beasiswa Djarum
3,4,3.35,24,Beasiswa Djarum
4,3,3.26,24,Beasiswa Djarum
2,4,3.19,24,Beasiswa Djarum
1,4,3.77,24,Beasiswa Djarum
4,4,3.98,24,Beasiswa Djarum
2,4,3.74,24,Beasiswa Djarum
1,4,3.71,24,Beasiswa Djarum
0,3,3.73,24,Beasiswa Djarum
4,3,3.53,24,Beasiswa Djarum
0,4,3.63,24,Beasiswa Djarum
2,3,3.01,24,Beasiswa Djarum
4,4,3.01,24,Beasiswa Djarum
3,4,3.18,24,Beasiswa Djarum
2,4,3.1,24,Beasiswa Djarum
4,4,3.86,24,Beasiswa Djarum
4,4,3.8,24,Beasiswa Djarum
2,4,3.87,24,Beasiswa Djarum
3,4,3.98,24,Beasiswa Djarum
0,3,3.87,24,Beasiswa Djarum
4,4,3.31,24,Beasiswa Djarum
4,4,3.21,24,Beasiswa Djarum
2,4,3.59,24,Beasiswa Djarum
1,4,3.67,24,Beasiswa Djarum
2,4,3.55,24,Beasiswa Djarum
4,4,3.22,24,Beasiswa Djarum
4,4,3.6,24,Beasiswa Djarum
0,4,3.95,24,Beasiswa Djarum
4,3,3.12,24,Beasiswa Djarum
2,4,3.96,24,Beasiswa Djarum
1,4,3.96,24,Beasiswa Djarum
3,3,3.3,24,Beasiswa Djarum
2,4,3.91,24,Beasiswa Djarum
4,4,3.88,24,Beasiswa Djarum
4,3,3.36,24,Beasiswa Djarum
4,4,3.72,24,Beasiswa Djarum
4,4,3.17,24,Beasiswa Djarum
0,4,3.45,24,Beasiswa Djarum
0,4,3.0,24,Beasiswa Djarum
2,4,3.08,24,Beasiswa Djarum
3,3,3.24,24,Beasiswa Djarum
2,4,3.95,24,Beasiswa Djarum
3,4,3.75,24,Beasiswa Djarum
2,4,3.23,24,Beasiswa Djarum
4,4,3.19,24,Beasiswa Djarum
4,4,3.3,24,Beasiswa Djarum
2,3,3.21,24,Beasiswa Djarum
3,4,3.35,24,Beasiswa Djarum
2,4,3.77,24,Beasiswa Djarum
4,4,3.92,24,Beasiswa Djarum
4,3,3.98,24,Beasiswa Djarum
2,3,3.06,24,Beasiswa Djarum
2,3,3.65,24,Beasiswa Djarum
4,3,3.93,24,Beasiswa Djarum
4,3,3.14,24,Beasiswa Djarum
4,4,3.27,24,Beasiswa Djarum
2,4,3.54,24,Beasiswa Djarum
2,3,3.59,24,Beasiswa Djarum
3,4,3.86,24,Beasiswa Djarum
3,4,3.43,24,Beasiswa Djarum
0,4,3.4,24,Beasiswa Djarum
1,3,3.28,24,Beasiswa Djarum
0,3,3.56,24,Beasiswa Djarum
4,4,3.24,24,Beasiswa Djarum
4,4,3.16,24,Beasiswa Djarum
4,4,3.7,24,Beasiswa Djarum
4,4,3.46,24,Beasiswa Djarum
2,3,3.45,24,Beasiswa Djarum
0,4,3.43,24,Beasiswa Djarum
0,4,3.35,24,Beasiswa Djarum
2,3,3.19,24,Beasiswa Djarum
0,3,3.33,24,Beasiswa Djarum
2,4,3.62,24,Beasiswa Djarum
0,4,3.66,24,Beasiswa Djarum
4,4,3.75,24,Beasiswa Djarum
0,4,3.93,24,Beasiswa Djarum
2,4,3.5,24,Beasiswa Djarum
2,4,3.72,24,Beasiswa Djarum
4,4,3.75,24,Beasiswa Djarum
4,3,3.64,24,Beasiswa Djarum
2,4,3.97,24,Beasiswa Djarum
3,4,3.7,24,Beasiswa Djarum
0,4,3.36,24,Beasiswa Djarum
2,4,3.03,24,Beasiswa Djarum
2,4,3.7,24,Beasiswa Djarum
0,3,3.98,24,Beasiswa Djarum
4,4,3.33,24,Beasiswa Djarum
4,4,3.25,24,Beasiswa Djarum
2,4,3.65,24,Beasiswa Djarum
0,3,3.9,24,Beasiswa Djarum
1,3,3.38,24,Beasiswa Djarum
4,4,3.46,24,Beasiswa Djarum
0,4,3.18,24,Beasiswa Djarum
0,4,3.88,24,Beasiswa Djarum
0,4,3.58,24,Beasiswa Djarum
2,4,3.84,24,Beasiswa Djarum
2,4,3.77,24,Beasiswa Djarum
2,3,3.91,24,Beasiswa Djarum
0,4,3.75,24,Beasiswa Djarum
1,3,3.51,24,Beasiswa Djarum
4,4,3.75,24,Beasiswa Djarum
4,4,3.66,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
2,4,3.39,24,Beasiswa Djarum
0,4,3.51,24,Beasiswa Djarum
1,4,3.87,24,Beasiswa Djarum
4,4,3.6,24,Beasiswa Djarum
0,3,3.33,24,Beasiswa Djarum
2,4,3.24,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
2,3,3.64,24,Beasiswa Djarum
4,4,3.93,24,Beasiswa Djarum
0,3,3.17,24,Beasiswa Djarum
0,4,3.07,24,Beasiswa Djarum
2,3,3.24,24,Beasiswa Djarum
4,4,3.75,24,Beasiswa Djarum
1,4,3.14,24,Beasiswa Djarum
4,4,3.33,24,Beasiswa Djarum
2,4,3.75,24,Beasiswa Djarum
0,4,3.88,24,Beasiswa Djarum
2,4,3.77,24,Beasiswa Djarum
4,3,3.33,24,Beasiswa Djarum
0,4,3.58,24,Beasiswa Djarum
4,4,3.67,24,Beasiswa Djarum
4,4,3.68,24,Beasiswa Djarum
0,4,3.11,24,Beasiswa Djarum
1,3,3.05,24,Beasiswa Djarum
2,4,3.6,24,Beasiswa Djarum
2,4,3.94,24,Beasiswa Djarum
4,4,3.56,24,Beasiswa Djarum
4,4,3.39,24,Beasiswa Djarum
4,4,3.83,24,Beasiswa Djarum
2,4,3.38,24,Beasiswa Djarum
0,4,3.89,24,Beasiswa Djarum
0,3,3.44,24,Beasiswa Djarum
2,3,3.49,24,Beasiswa Djarum
0,4,3.06,24,Beasiswa Djarum
4,4,3.41,24,Beasiswa Djarum
4,4,3.82,24,Beasiswa Djarum
2,4,3.07,24,Beasiswa Djarum
4,4,3.2,24,Beasiswa Djarum
4,3,3.56,24,Beasiswa Djarum
4,4,3.17,24,Beasiswa Djarum
4,4,3.55,24,Beasiswa Djarum
4,3,3.7,24,Beasiswa Djarum
2,4,3.5,24,Beasiswa Djarum
4,4,3.3,24,Beasiswa Djarum
0,4,3.54,24,Beasiswa Djarum
0,4,3.96,24,Beasiswa Djarum
4,4,3.04,24,Beasiswa Djarum
0,4,3.06,24,Beasiswa Djarum
0,4,3.43,24,Beasiswa Djarum
2,3,3.29,24,Beasiswa Djarum
4,3,3.81,24,Beasiswa Djarum
4,4,3.32,24,Beasiswa Djarum
4,4,3.27,24,Beasiswa Djarum
2,3,3.01,24,Beasiswa Djarum
2,4,3.98,24,Beasiswa Djarum
1,3,4.0,24,Beasiswa Djarum
2,3,3.73,24,Beasiswa Djarum
4,4,3.8,24,Beasiswa Djarum
0,4,3.43,24,Beasiswa Djarum
0,4,3.28,24,Beasiswa Djarum
2,3,3.06,24,Beasiswa Djarum
2,4,3.63,24,Beasiswa Djarum
4,4,3.8,24,Beasiswa Djarum
0,3,3.09,24,Beasiswa Djarum
4,4,3.57,24,Beasiswa Djarum
0,3,3.09,24,Beasiswa Djarum
3,4,3.69,24,Beasiswa Djarum
2,4,3.13,24,Beasiswa Djarum
4,4,3.15,24,Beasiswa Djarum
4,4,3.6,24,Beasiswa Djarum
0,4,3.52,24,Beasiswa Djarum
2,4,3.94,24,Beasiswa Djarum
0,4,3.12,24,Beasiswa Djarum
0,3,3.94,24,Beasiswa Djarum
0,4,3.72,24,Beasiswa Djarum
4,4,3.24,24,Beasiswa Djarum
0,3,3.1,24,Beasiswa Djarum
0,4,3.93,24,Beasiswa Djarum
0,3,3.33,24,Beasiswa Djarum
4,4,3.45,24,Beasiswa Djarum
4,4,3.55,24,Beasiswa Djarum
3,4,3.01,24,Beasiswa Djarum
4,4,3.69,24,Beasiswa Djarum
1,4,3.01,24,Beasiswa Djarum
0,3,3.64,24,Beasiswa Djarum
2,4,3.68,24,Beasiswa Djarum
2,4,3.82,24,Beasiswa Djarum
2,3,3.96,24,Beasiswa Djarum
2,4,3.92,24,Beasiswa Djarum
0,4,3.97,24,Beasiswa Djarum
0,3,3.86,24,Beasiswa Djarum
4,4,3.19,24,Beasiswa Djarum
2,4,3.09,24,Beasiswa Djarum
4,4,3.67,24,Beasiswa Djarum
4,4,3.94,24,Beasiswa Djarum
0,3,3.03,24,Beasiswa Djarum
4,3,3.28,24,Beasiswa Djarum
4,4,3.75,24,Beasiswa Djarum
0,4,3.51,24,Beasiswa Djarum
4,4,3.81,24,Beasiswa Djarum
4,4,3.87,24,Beasiswa Djarum
2,4,3.79,24,Beasiswa Djarum
2,3,3.71,24,Beasiswa Djarum
2,4,3.05,24,Beasiswa Djarum
0,4,3.15,24,Beasiswa Djarum
4,4,3.41,24,Beasiswa Djarum
0,4,4.0,24,Beasiswa Djarum
4,4,3.85,24,Beasiswa Djarum
3,4,3.94,24,Beasiswa Djarum
1,4,3.73,24,Beasiswa Djarum
4,4,3.62,24,Beasiswa Djarum
2,3,3.05,24,Beasiswa Djarum
2,3,3.81,24,Beasiswa Djarum
2,4,3.06,24,Beasiswa Djarum
4,4,3.26,24,Beasiswa Djarum
4,4,3.25,24,Beasiswa Djarum
4,4,3.44,24,Beasiswa Djarum
0,4,3.25,24,Beasiswa Djarum
0,4,3.62,24,Beasiswa Djarum
2,4,3.93,24,Beasiswa Djarum
4,3,3.99,24,Beasiswa Djarum
0,3,3.77,24,Beasiswa Djarum
3,4,3.87,24,Beasiswa Djarum
3,3,3.43,24,Beasiswa Djarum
1,4,3.42,24,Beasiswa Djarum
0,4,3.3,24,Beasiswa Djarum
4,4,3.02,24,Beasiswa Djarum
2,4,3.22,24,Beasiswa Djarum
1,4,3.64,24,Beasiswa Djarum
0,3,3.34,24,Beasiswa Djarum
2,4,3.68,24,Beasiswa Djarum
2,4,3.89,24,Beasiswa Djarum
0,4,3.16,24,Beasiswa Djarum
2,4,3.73,24,Beasiswa Djarum
4,4,3.68,24,Beasiswa Djarum
2,4,3.32,24,Beasiswa Djarum
0,3,3.23,24,Beasiswa Djarum
4,4,3.18,24,Beasiswa Djarum
4,3,3.57,24,Beasiswa Djarum
4,4,3.49,24,Beasiswa Djarum
2,4,3.67,24,Beasiswa Djarum
4,3,3.68,24,Beasiswa Djarum
4,4,3.84,24,Beasiswa Djarum
0,4,3.42,24,Beasiswa Djarum
2,4,3.73,24,Beasiswa Djarum
2,4,3.5,24,Beasiswa Djarum
2,4,3.79,24,Beasiswa Djarum
2,3,3.05,24,Beasiswa Djarum
4,4,3.01,24,Beasiswa Djarum
4,3,3.52,24,Beasiswa Djarum
2,3,3.8,24,Beasiswa Djarum
1,4,3.3,24,Beasiswa Djarum
2,4,3.13,24,Beasiswa Djarum
2,4,3.99,24,Beasiswa Djarum
0,3,3.44,24,Beasiswa Djarum
