Volunteers,Internships,National_Honor,National_Top3,International_Honor,International_Top3,Certification,Professional_Certification,Scholarship_Type,Scholarship_Name,GPA
15,6,4,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.81
10,9,3,2,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.31
10,4,1,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.33
17,2,3,0,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.73
12,8,0,4,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.85
7,2,5,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.92
2,5,3,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.96
3,2,3,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.83
4,0,3,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.03
8,6,4,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.99
13,8,4,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.6
4,2,1,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.82
15,2,3,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.33
2,4,3,3,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.67
7,3,2,0,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.05
4,4,3,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.56
13,8,2,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.07
6,9,1,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.49
2,9,3,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.11
4,7,4,2,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.71
2,4,3,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.35
3,2,2,0,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.11
7,9,2,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.49
3,4,3,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.49
7,1,2,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.62
3,2,2,1,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.14
16,4,1,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.17
15,8,5,3,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.89
9,8,4,3,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.24
4,6,2,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.75
3,4,3,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.33
15,6,0,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.78
19,8,4,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.9
1,4,0,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.32
12,0,3,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.61
7,3,5,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.28
18,0,3,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.57
6,8,5,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.86
12,9,3,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.68
8,1,3,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.71
13,1,1,4,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.52
0,0,1,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.42
17,6,1,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.73
0,5,1,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.98
6,8,2,4,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.15
13,0,2,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.86
12,5,4,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.38
0,3,3,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.83
6,1,5,3,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.31
15,0,0,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.31
7,0,5,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.5
9,7,3,2,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.2
0,8,1,3,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.2
10,6,1,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.24
18,3,5,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.56
12,4,4,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.66
2,1,4,1,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.25
18,1,2,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.09
14,0,1,0,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.46
19,0,3,4,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.47
12,0,5,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.84
0,3,0,4,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.28
10,2,1,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.19
2,4,0,4,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.59
2,7,5,4,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.72
13,5,2,1,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.5
19,4,3,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.51
4,3,2,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.37
12,5,3,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.24
1,5,4,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.33
11,3,5,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.08
8,1,1,0,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.41
2,0,2,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.36
11,7,1,0,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.03
12,0,1,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.73
5,0,4,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.37
18,3,5,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.87
7,7,5,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.95
0,1,3,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.1
3,9,1,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.59
5,0,1,2,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.13
3,6,1,4,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.75
6,2,4,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.44
6,9,4,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.65
5,9,4,3,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.33
7,0,3,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.72
5,1,2,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.04
6,3,3,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.3
4,1,0,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.01
12,7,1,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.4
6,9,5,4,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.91
7,3,0,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.73
17,6,2,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.1
7,1,5,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.05
15,7,5,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.13
14,0,4,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.37
16,9,5,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.92
3,0,4,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.28
1,2,3,1,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.09
13,9,0,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.22
17,6,2,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.54
9,2,3,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.8
14,1,5,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.15
4,1,0,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.81
15,9,3,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.79
10,6,0,4,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.12
0,4,4,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.8
17,7,0,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.02
11,2,0,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.81
3,9,3,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.36
0,5,0,3,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.81
10,8,5,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.2
2,5,3,3,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.32
14,1,3,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.91
18,3,4,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.74
17,7,1,0,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.05
4,5,5,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.67
0,6,3,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.68
16,0,2,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.0
4,9,2,1,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.36
8,7,0,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.71
12,2,3,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.45
7,4,1,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.8
7,5,1,0,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.83
14,6,4,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.84
16,4,3,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.12
12,4,4,2,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.94
1,8,3,3,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.68
11,7,2,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.21
16,0,2,3,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.08
15,5,1,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.42
6,7,3,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.26
5,9,5,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.45
17,0,4,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.26
13,3,5,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.8
12,8,3,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.24
14,1,3,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.71
19,5,5,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.11
5,8,0,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.47
15,8,2,3,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.74
5,1,0,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.35
19,9,3,1,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.07
15,5,4,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.79
10,6,3,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.54
16,8,2,4,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.19
8,7,0,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.55
11,8,5,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.52
14,0,1,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.47
2,6,3,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.31
2,2,2,0,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.14
0,0,1,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.04
13,7,4,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.56
17,9,0,0,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.97
5,3,5,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.9
7,9,2,0,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.95
10,5,4,1,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.8
14,0,3,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.93
13,5,0,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.25
3,9,0,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.88
9,5,2,1,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.3
18,1,5,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.17
7,3,0,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.76
19,4,4,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.22
0,9,2,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.96
12,6,1,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.04
17,6,4,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.22
17,3,0,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.46
5,3,1,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.17
13,7,5,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.2
8,8,2,1,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.74
19,8,5,1,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.13
2,6,1,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.68
17,8,5,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.9
2,5,1,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.22
14,2,1,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.11
6,2,0,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.32
14,0,3,3,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.13
19,6,4,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.01
7,7,0,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.08
5,6,5,2,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.26
2,3,1,3,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.09
18,4,5,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.56
17,0,3,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.9
1,2,3,0,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.88
18,9,1,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.12
10,9,5,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.13
4,5,3,4,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.42
4,3,5,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.72
16,2,1,3,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.34
10,9,1,4,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.3
11,1,3,3,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.97
2,8,4,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.8
17,8,2,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.39
19,6,1,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.1
19,4,1,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.18
2,8,5,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.55
15,5,1,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.89
9,9,5,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.09
14,4,0,1,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.88
0,6,2,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.12
2,4,0,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.24
15,2,1,3,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.94
6,7,5,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.04
17,2,1,4,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.58
16,2,2,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.01
16,7,4,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.32
14,5,2,0,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.97
7,5,0,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.86
1,5,4,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.82
8,4,1,1,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.28
14,3,3,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.61
12,6,4,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.99
9,4,2,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.67
1,2,4,1,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.9
16,6,0,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.75
4,5,1,4,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.19
4,0,2,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.02
17,9,5,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.56
16,3,2,3,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.91
13,4,3,0,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.5
9,6,5,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.92
4,2,5,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.94
15,2,3,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.81
5,4,0,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.8
0,2,4,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.83
18,2,2,1,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.68
17,5,1,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.56
4,4,0,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.6
14,4,3,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.88
3,4,3,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.57
2,8,5,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.46
7,1,3,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.38
17,9,0,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.7
1,2,0,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.48
8,8,5,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.27
6,5,2,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.02
14,2,5,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.68
10,6,4,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.79
5,7,3,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.47
9,3,2,0,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.43
14,6,0,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.66
7,9,2,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.36
13,3,5,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.58
18,1,5,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.99
13,9,0,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.3
0,6,4,0,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.25
3,4,4,1,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.73
8,6,4,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.44
15,3,0,2,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.94
3,8,5,0,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.27
13,5,5,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.7
1,0,2,0,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.35
5,4,2,1,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.81
15,8,0,3,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.89
9,0,3,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.49
10,6,2,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.62
12,4,0,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.5
13,0,4,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.68
0,3,5,1,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.11
19,9,2,3,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.17
8,1,1,1,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.63
17,2,0,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.5
10,4,2,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.93
5,1,3,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.86
11,1,3,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.87
12,5,3,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.89
15,1,3,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.66
15,6,4,4,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.21
17,1,4,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.11
1,4,2,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.36
2,1,0,1,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.09
9,6,4,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.11
19,7,1,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.56
0,6,3,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.44
9,6,0,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.76
12,5,3,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.52
2,1,3,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.03
6,1,1,3,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.92
6,9,5,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.62
19,3,5,0,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.82
7,7,1,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.71
15,8,3,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.76
3,7,3,0,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.87
14,2,1,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.01
5,2,5,3,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.83
9,5,1,3,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.96
8,3,3,1,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.7
12,6,2,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.46
13,4,3,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.28
19,9,3,0,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.94
16,9,1,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.73
6,7,3,4,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.24
6,9,5,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.06
15,3,2,3,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.52
3,1,5,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.84
8,4,0,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.21
16,7,5,4,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.54
1,7,3,2,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.08
16,6,1,4,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.35
2,9,2,1,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.96
11,7,1,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.65
6,1,1,4,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.44
7,3,5,0,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.65
1,0,0,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.52
13,8,3,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.95
7,8,5,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.06
0,6,3,4,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.05
7,9,1,1,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.12
18,9,1,4,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.78
4,3,2,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.18
6,2,0,1,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.57
14,2,4,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.21
18,0,3,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.42
19,9,0,4,0,0,2,0,[5],['Beasiswa Aperti BUMN'],3.59
4,0,5,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.16
0,4,2,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.19
19,9,2,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.96
12,8,2,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.18
7,6,0,2,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.87
12,1,1,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.07
18,5,2,1,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.24
1,6,3,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.74
7,7,5,3,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.14
16,2,5,2,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.98
2,1,1,2,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.28
0,0,4,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.0
19,8,2,2,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.28
14,2,4,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.86
1,6,1,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.32
3,8,5,0,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.79
9,1,3,0,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.58
5,6,0,4,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.01
9,2,0,4,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.02
16,7,5,3,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.72
5,0,4,0,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.5
11,5,1,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.32
10,5,3,4,0,0,2,2,[5],['Beasiswa Aperti BUMN'],3.5
7,0,2,0,0,0,1,0,[5],['Beasiswa Aperti BUMN'],3.64
12,9,3,2,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.85
7,1,4,0,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.65
16,4,2,1,0,0,0,0,[5],['Beasiswa Aperti BUMN'],3.79
10,3,4,2,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.37
10,1,3,4,0,0,1,2,[5],['Beasiswa Aperti BUMN'],3.67
11,5,2,3,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.25
5,0,4,3,0,0,1,1,[5],['Beasiswa Aperti BUMN'],3.83
15,7,5,1,0,0,0,1,[5],['Beasiswa Aperti BUMN'],3.16
4,0,5,0,0,0,2,1,[5],['Beasiswa Aperti BUMN'],3.81
13,4,2,4,0,0,0,2,[5],['Beasiswa Aperti BUMN'],3.17
